Unnamed: 0	Unnamed: 1	Unnamed: 2	Unnamed: 3	Unnamed: 4
Costain Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-04 00:00:00	27510.18
Costain Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-20 00:00:00	27456
Costain Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-20 00:00:00	27132.84
Atkins Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-01-05 00:00:00	38877172.85
Atkins Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-01-31 00:00:00	1537721.14
Atkins Ltd	Procurement of specialist human resource to maintain and improve the railway	Professional Services Direct	2017-01-13 00:00:00	1335698.35
Atkins Ltd	Procurement of specialist human resource to maintain and improve the railway	Professional Services Direct	2017-01-02 00:00:00	1273754.82
Atkins Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-01-03 00:00:00	1161259.51
Atkins Ltd	Procurement of specialist human resource to maintain and improve the railway	Professional Services Direct	2017-01-11 00:00:00	289397.46
Atkins Ltd	Procurement of specialist human resource to maintain and improve the railway	Professional Services Direct	2017-01-23 00:00:00	220677.92
Atkins Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-01-31 00:00:00	201416.14
Atkins Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-01-20 00:00:00	135236.51
Atkins Ltd	Procurement of specialist human resource to maintain and improve the railway	Professional Services Direct	2017-01-25 00:00:00	134077.25
Atkins Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-01-19 00:00:00	88428.9
Atkins Ltd	Procurement of specialist human resource to maintain and improve the railway	Professional Services Direct	2017-01-25 00:00:00	48008.08
Atkins Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-01-30 00:00:00	30325.97
Atkins Ltd	Procurement of specialist human resource to maintain and improve the railway	Professional Services Direct	2017-01-24 00:00:00	28198.06
EDF Energy Customers Plc	Procurement of utilities to operate the railway	Utilities	2017-01-06 00:00:00	26873063.3
Carillion Construction Ltd	Procurement of overhead line materials and services to maintain and improve the railway	Electrification and Fixed Plant	2017-01-05 00:00:00	4925020.56
Carillion Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-30 00:00:00	4187219.16
Carillion Construction Ltd	Procurement of overhead line materials and services to maintain and improve the railway	Electrification and Fixed Plant	2017-01-20 00:00:00	2905726
Carillion Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-26 00:00:00	1771116.62
Carillion Construction Ltd	Procurement of specialist human resource to maintain and improve the railway	Professional Services Direct	2017-01-20 00:00:00	1472483.76
Carillion Construction Ltd	Procurement of overhead line materials and services to maintain and improve the railway	Electrification and Fixed Plant	2017-01-20 00:00:00	1367507
Carillion Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-19 00:00:00	1036728.49
Carillion Construction Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-01-31 00:00:00	681241.3
Carillion Construction Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-01-10 00:00:00	439212
Carillion Construction Ltd	Procurement of overhead line materials and services to maintain and improve the railway	Electrification and Fixed Plant	2017-01-31 00:00:00	247333
Carillion Construction Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-01-27 00:00:00	217476.03
Carillion Construction Ltd	Procurement of specialist human resource to maintain and improve the railway	Professional Services Direct	2017-01-25 00:00:00	171205.53
Carillion Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-30 00:00:00	165729.18
Carillion Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-30 00:00:00	122450.9
Carillion Construction Ltd	Procurement of materials and services for building maintenance and development	Buildings	2017-01-26 00:00:00	97136.68
Carillion Construction Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-01-03 00:00:00	86033.61
Carillion Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-30 00:00:00	57066
Carillion Construction Ltd	Procurement of materials and services for building maintenance and development	Buildings	2017-01-24 00:00:00	56253
Carillion Construction Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-01-19 00:00:00	48361.04
Carillion Construction Ltd	Procurement of specialist human resource to maintain and improve the railway	Professional Services Direct	2017-01-24 00:00:00	45253.17
Carillion Construction Ltd	Procurement of specialist human resource to maintain and improve the railway	Professional Services Direct	2017-01-19 00:00:00	32950.3
Carillion Construction Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-01-19 00:00:00	30000
Carillion Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-27 00:00:00	29184.4
Carillion Construction Ltd	Procurement of specialist human resource to maintain and improve the railway	Professional Services Direct	2017-01-19 00:00:00	26367.95
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-01-04 00:00:00	3293804.3
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-01-03 00:00:00	1800074.29
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-01-12 00:00:00	1376954.13
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-01-27 00:00:00	1341969.54
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-01-19 00:00:00	1285508.67
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-01-13 00:00:00	1249680.02
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-01-20 00:00:00	913971.48
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-01-26 00:00:00	825356.8
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-01-25 00:00:00	755017.44
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-01-30 00:00:00	592173.63
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-01-30 00:00:00	573843.94
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-01-04 00:00:00	551611.81
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-01-31 00:00:00	507119.33
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-01-19 00:00:00	491521.58
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-01-23 00:00:00	454721.86
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-01-19 00:00:00	454677.25
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-01-17 00:00:00	340806.18
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-01-25 00:00:00	295692.2
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-01-30 00:00:00	229642.76
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-01-31 00:00:00	187828
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-01-31 00:00:00	151486.04
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-01-09 00:00:00	134698.6
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-01-23 00:00:00	123834.64
Siemens Rail Automation Ltd	Procurement of specialist human resource to maintain and improve the railway	Professional Services Direct	2017-01-12 00:00:00	112102.94
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-01-09 00:00:00	96291
Siemens Rail Automation Ltd	Procurement of specialist human resource to maintain and improve the railway	Professional Services Direct	2017-01-27 00:00:00	86906.19
Siemens Rail Automation Ltd	Procurement of specialist human resource to maintain and improve the railway	Professional Services Direct	2017-01-30 00:00:00	71625.22
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-01-20 00:00:00	41183.1
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-01-23 00:00:00	37313.55
Siemens Rail Automation Ltd	Procurement of specialist human resource to maintain and improve the railway	Professional Services Direct	2017-01-25 00:00:00	28547.92
J Murphy & Sons Ltd	Procurement of overhead line materials and services to maintain and improve the railway	Electrification and Fixed Plant	2017-01-25 00:00:00	8348517.79
J Murphy & Sons Ltd	Procurement of overhead line materials and services to maintain and improve the railway	Electrification and Fixed Plant	2017-01-20 00:00:00	1553104.97
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-01 00:00:00	717413.54
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-19 00:00:00	575244.89
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-19 00:00:00	563074.83
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-19 00:00:00	506644.74
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-30 00:00:00	359435.91
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-12 00:00:00	355087.59
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-19 00:00:00	309018.62
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-30 00:00:00	304699.14
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-31 00:00:00	262396.44
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-19 00:00:00	224422.75
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-30 00:00:00	217384.95
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-03 00:00:00	197182.69
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-25 00:00:00	168688.52
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-12 00:00:00	168618.42
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-20 00:00:00	163897.81
J Murphy & Sons Ltd	Procurement of materials and services for building maintenance and development	Buildings	2017-01-25 00:00:00	161513.63
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-19 00:00:00	142129.96
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-05 00:00:00	124237.14
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-26 00:00:00	122813.2
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-24 00:00:00	122121.35
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-24 00:00:00	121651.94
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-24 00:00:00	114685.32
J Murphy & Sons Ltd	Procurement of materials and services for building maintenance and development	Buildings	2017-01-12 00:00:00	112876.79
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-31 00:00:00	108470.85
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-12 00:00:00	105755.05
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-30 00:00:00	100000
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-19 00:00:00	94624.68
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-31 00:00:00	90099.31
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-13 00:00:00	89776.69
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-31 00:00:00	87902.37
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-26 00:00:00	75318.92
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-31 00:00:00	67759.63
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-10 00:00:00	64535.61
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-20 00:00:00	61213.8
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-12 00:00:00	61072.36
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-31 00:00:00	53253.14
J Murphy & Sons Ltd	Procurement of materials and services for building maintenance and development	Buildings	2017-01-10 00:00:00	52754.31
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-20 00:00:00	51803.44
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-13 00:00:00	49853.14
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-10 00:00:00	47723.31
J Murphy & Sons Ltd	Procurement of materials and services for building maintenance and development	Buildings	2017-01-26 00:00:00	42734.24
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-30 00:00:00	41749.9
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-30 00:00:00	38450.53
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-13 00:00:00	35774.89
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-10 00:00:00	33512.88
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-13 00:00:00	31989.09
J Murphy & Sons Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-10 00:00:00	25651.9
Balfour Beatty Rail Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-01-19 00:00:00	1573511.7
Balfour Beatty Rail Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-01-26 00:00:00	1567382.55
Balfour Beatty Rail Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-26 00:00:00	1279366.01
Balfour Beatty Rail Ltd	Procurement of On Track Machines, spare parts and resources to maintain and improve the railway	On Track Machines	2017-01-08 00:00:00	995760.64
Balfour Beatty Rail Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-19 00:00:00	824707
Balfour Beatty Rail Ltd	Costs of leasing, overhauling or improving our rail fleet	Rail Fleet	2017-01-08 00:00:00	808563.16
Balfour Beatty Rail Ltd	Costs of leasing, overhauling or improving our rail fleet	Rail Fleet	2017-01-06 00:00:00	494757.27
Balfour Beatty Rail Ltd	Costs of leasing, overhauling or improving our rail fleet	Rail Fleet	2017-01-22 00:00:00	469394.46
Balfour Beatty Rail Ltd	Procurement of specialist human resource to maintain and improve the railway	Professional Services Direct	2017-01-09 00:00:00	333570.18
Balfour Beatty Rail Ltd	Procurement of specialist human resource to maintain and improve the railway	Professional Services Direct	2017-01-30 00:00:00	243748.41
Balfour Beatty Rail Ltd	Procurement of overhead line materials and services to maintain and improve the railway	Electrification and Fixed Plant	2017-01-19 00:00:00	230868.49
Balfour Beatty Rail Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-19 00:00:00	217255.59
Balfour Beatty Rail Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-25 00:00:00	215486.34
Balfour Beatty Rail Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-19 00:00:00	131522.56
Balfour Beatty Rail Ltd	Procurement of materials and services for building maintenance and development	Buildings	2017-01-09 00:00:00	116999.83
Balfour Beatty Rail Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-19 00:00:00	99268
Balfour Beatty Rail Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-19 00:00:00	97694.37
Balfour Beatty Rail Ltd	Procurement of specialist human resource to maintain and improve the railway	Professional Services Direct	2017-01-26 00:00:00	89998.96
Balfour Beatty Rail Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-19 00:00:00	72709.59
Balfour Beatty Rail Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-19 00:00:00	65751.99
Balfour Beatty Rail Ltd	Procurement of On Track Machines, spare parts and resources to maintain and improve the railway	On Track Machines	2017-01-08 00:00:00	62448
Balfour Beatty Rail Ltd	Procurement of On Track Machines, spare parts and resources to maintain and improve the railway	On Track Machines	2017-01-08 00:00:00	46596
Balfour Beatty Rail Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-19 00:00:00	26588
Balfour Beatty Rail Ltd	Procurement of materials and services for building maintenance and development	Buildings	2017-01-25 00:00:00	25603.11
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-23 00:00:00	1878020.71
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-23 00:00:00	1568058.44
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-19 00:00:00	828318.61
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-20 00:00:00	543664.72
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-20 00:00:00	496669.37
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-20 00:00:00	460776.04
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-23 00:00:00	395295.72
Amalgamated Construction Ltd	Procurement of materials and services for building maintenance and development	Buildings	2017-01-30 00:00:00	373681.65
Amalgamated Construction Ltd	Procurement of specialist human resource to maintain and improve the railway	Professional Services Direct	2017-01-23 00:00:00	363691.15
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-20 00:00:00	352957.2
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-31 00:00:00	350000
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-24 00:00:00	346579.55
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-20 00:00:00	328053.83
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-20 00:00:00	327419.72
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-19 00:00:00	320939
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-30 00:00:00	292802.06
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-31 00:00:00	241181.88
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-20 00:00:00	232538.05
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-31 00:00:00	228830.98
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-09 00:00:00	223800.93
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-31 00:00:00	216969
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-23 00:00:00	215432.18
Amalgamated Construction Ltd	Procurement of specialist human resource to maintain and improve the railway	Professional Services Direct	2017-01-25 00:00:00	209906.11
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-26 00:00:00	201067.03
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-19 00:00:00	195000.12
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-20 00:00:00	182780.79
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-20 00:00:00	181757.4
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-20 00:00:00	178619.93
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-20 00:00:00	175450.44
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-20 00:00:00	174358.28
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-26 00:00:00	170039.13
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-23 00:00:00	138749.47
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-19 00:00:00	138264.3
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-19 00:00:00	135883.34
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-27 00:00:00	132110.55
Amalgamated Construction Ltd	Procurement of materials and services for building maintenance and development	Buildings	2017-01-19 00:00:00	131235.87
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-23 00:00:00	130328.99
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-25 00:00:00	119854.6
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-19 00:00:00	112071.21
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-13 00:00:00	101803
Amalgamated Construction Ltd	Procurement of specialist human resource to maintain and improve the railway	Professional Services Direct	2017-01-19 00:00:00	100051.29
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-27 00:00:00	95383.16
Amalgamated Construction Ltd	Procurement of specialist human resource to maintain and improve the railway	Professional Services Direct	2017-01-05 00:00:00	94806.33
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-20 00:00:00	90622.09
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-23 00:00:00	86649.31
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-27 00:00:00	83267.86
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-30 00:00:00	71932.49
Amalgamated Construction Ltd	Procurement of specialist human resource to maintain and improve the railway	Professional Services Direct	2017-01-23 00:00:00	71888.59
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-24 00:00:00	69354.65
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-20 00:00:00	69147.02
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-06 00:00:00	67118.69
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-13 00:00:00	66982.98
Amalgamated Construction Ltd	Procurement of materials and services for building maintenance and development	Buildings	2017-01-13 00:00:00	66689.87
Amalgamated Construction Ltd	Procurement of specialist human resource to maintain and improve the railway	Professional Services Direct	2017-01-26 00:00:00	64544.95
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-05 00:00:00	62788.28
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-13 00:00:00	60814.56
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-20 00:00:00	58201.18
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-30 00:00:00	56777.17
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-30 00:00:00	55920.07
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-25 00:00:00	55414.96
Amalgamated Construction Ltd	Procurement of materials and services for building maintenance and development	Buildings	2017-01-12 00:00:00	54111.2
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-30 00:00:00	52402.68
Amalgamated Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-01-26 00:00:00	52331.02
