Unnamed: 0	Unnamed: 1	Unnamed: 2	Unnamed: 3	Unnamed: 4
Costain Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-03-21 00:00:00	54272.96
Costain Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-03-29 00:00:00	51961
Costain Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-03-21 00:00:00	49901.54
Costain Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-03-20 00:00:00	44084.55
Costain Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-03-21 00:00:00	43215.46
Costain Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-03-11 00:00:00	37000
Costain Ltd	Procurement of specialist human resource to maintain and improve the railway	Professional Services Direct	2017-03-30 00:00:00	37000
Costain Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-03-29 00:00:00	33067
Costain Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-03-03 00:00:00	31580.76
Costain Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-03-23 00:00:00	30000
Costain Ltd	Procurement of specialist human resource to maintain and improve the railway	Professional Services Direct	2017-03-23 00:00:00	29049.69
Costain Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-03-23 00:00:00	26000
Costain Ltd	Procurement of specialist human resource to maintain and improve the railway	Professional Services Direct	2017-03-21 00:00:00	25859.77
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-24 00:00:00	4246321
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-06 00:00:00	3671097.56
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-25 00:00:00	2969691
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-22 00:00:00	2709613.03
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-20 00:00:00	2031008.66
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-21 00:00:00	2008795.6
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-24 00:00:00	1574924.82
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-31 00:00:00	1570679.76
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-23 00:00:00	1565611.86
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-06 00:00:00	1397431.51
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-24 00:00:00	1226276.48
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-21 00:00:00	1191786.69
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-21 00:00:00	1054084.98
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-15 00:00:00	1028209.18
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-17 00:00:00	1018664.13
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-02 00:00:00	986395.56
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-20 00:00:00	986072.85
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-30 00:00:00	954662.33
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-22 00:00:00	806309.37
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-01 00:00:00	602616.24
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-14 00:00:00	601710.31
Siemens Rail Automation Ltd	Procurement of specialist human resource to maintain and improve the railway	Professional Services Direct	2017-03-24 00:00:00	459255
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-24 00:00:00	383421.07
Siemens Rail Automation Ltd	Procurement of specialist human resource to maintain and improve the railway	Professional Services Direct	2017-03-02 00:00:00	342980.1
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-28 00:00:00	322044.83
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-23 00:00:00	297019.63
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-02 00:00:00	274974.32
Siemens Rail Automation Ltd	Procurement of specialist human resource to maintain and improve the railway	Professional Services Direct	2017-03-21 00:00:00	259986.37
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-22 00:00:00	258946.55
Siemens Rail Automation Ltd	Procurement of specialist human resource to maintain and improve the railway	Professional Services Direct	2017-04-01 00:00:00	252123.26
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-24 00:00:00	240305.24
Siemens Rail Automation Ltd	Procurement of specialist human resource to maintain and improve the railway	Professional Services Direct	2017-03-13 00:00:00	238115.73
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-06 00:00:00	218959.46
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-07 00:00:00	210842.55
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-17 00:00:00	179950
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-28 00:00:00	160978.71
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-21 00:00:00	117833.32
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-29 00:00:00	108791.78
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-27 00:00:00	87170.31
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-02 00:00:00	81718.81
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-21 00:00:00	68286
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-05 00:00:00	59143.12
Siemens Rail Automation Ltd	Procurement of overhead line materials and services to maintain and improve the railway	Electrification and Fixed Plant	2017-03-16 00:00:00	39762.23
Siemens Rail Automation Ltd	Procurement of overhead line materials and services to maintain and improve the railway	Electrification and Fixed Plant	2017-03-23 00:00:00	38566.22
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-08 00:00:00	33138.58
Siemens Rail Automation Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-10 00:00:00	31425.67
Carillion Construction Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-03-28 00:00:00	4941959.58
Carillion Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-03-27 00:00:00	2768330.2
Carillion Construction Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-03-20 00:00:00	2755223.96
Carillion Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-03-21 00:00:00	2381627.15
Carillion Construction Ltd	Procurement of overhead line materials and services to maintain and improve the railway	Electrification and Fixed Plant	2017-03-16 00:00:00	2307900.09
Carillion Construction Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-03-20 00:00:00	1589935
Carillion Construction Ltd	Procurement of overhead line materials and services to maintain and improve the railway	Electrification and Fixed Plant	2017-03-22 00:00:00	1581381
Carillion Construction Ltd	Procurement of overhead line materials and services to maintain and improve the railway	Electrification and Fixed Plant	2017-03-07 00:00:00	1576892
Carillion Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-03-31 00:00:00	1154894.3
Carillion Construction Ltd	Procurement of overhead line materials and services to maintain and improve the railway	Electrification and Fixed Plant	2017-03-16 00:00:00	1004131.87
Carillion Construction Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-03-02 00:00:00	794312.73
Carillion Construction Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-03-02 00:00:00	750000
Carillion Construction Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-03-02 00:00:00	698183.12
Carillion Construction Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-04-01 00:00:00	576046.28
Carillion Construction Ltd	Procurement of specialist human resource to maintain and improve the railway	Professional Services Direct	2017-03-20 00:00:00	413533.21
Carillion Construction Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-03-20 00:00:00	335116.89
Carillion Construction Ltd	Procurement of specialist human resource to maintain and improve the railway	Professional Services Direct	2017-03-27 00:00:00	295094.65
Carillion Construction Ltd	Procurement of specialist human resource to maintain and improve the railway	Professional Services Direct	2017-03-08 00:00:00	270674.36
Carillion Construction Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-17 00:00:00	264821.16
Carillion Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-03-31 00:00:00	258860.01
Carillion Construction Ltd	Procurement of materials and services for building maintenance and development	Buildings	2017-03-29 00:00:00	257503.33
Carillion Construction Ltd	Procurement of materials and services for building maintenance and development	Buildings	2017-03-20 00:00:00	229006.99
Carillion Construction Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-03-28 00:00:00	214360.49
Carillion Construction Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-03-23 00:00:00	212332.17
Carillion Construction Ltd	Procurement of materials and services for building maintenance and development	Buildings	2017-03-16 00:00:00	208187.06
Carillion Construction Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-03-20 00:00:00	202516.29
Carillion Construction Ltd	Procurement of materials and services for building maintenance and development	Buildings	2017-03-29 00:00:00	165707.32
Carillion Construction Ltd	Procurement of specialist human resource to maintain and improve the railway	Professional Services Direct	2017-03-22 00:00:00	145569.97
Carillion Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-03-29 00:00:00	141692.32
Carillion Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-03-22 00:00:00	127174.38
Carillion Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-03-23 00:00:00	120590.44
Carillion Construction Ltd	Procurement of materials and services for building maintenance and development	Buildings	2017-03-27 00:00:00	105868.44
Carillion Construction Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-03-27 00:00:00	100000
Carillion Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-03-22 00:00:00	87463.58
Carillion Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-03-20 00:00:00	80985.63
Carillion Construction Ltd	Procurement of civil engineering services to maintain and improve the railway	General Civils	2017-03-20 00:00:00	67019.85
Carillion Construction Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-03-08 00:00:00	38500
Carillion Construction Ltd	Procurement of specialist human resource to maintain and improve the railway	Professional Services Direct	2017-03-24 00:00:00	26498.39
EDF Energy Customers Plc	Procurement of utilities to operate the railway	Utilities	2017-03-08 00:00:00	26005644.53
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-28 00:00:00	2413299
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-27 00:00:00	2035638
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-28 00:00:00	1638419
Amey Rail	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-23 00:00:00	1602753.02
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-28 00:00:00	1060585
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-28 00:00:00	905579
Amey Rail	Procurement of overhead line materials and services to maintain and improve the railway	Electrification and Fixed Plant	2017-03-30 00:00:00	900000
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-28 00:00:00	895392
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-01 00:00:00	793207
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-01 00:00:00	631892
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-28 00:00:00	604956
Amey Rail	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-12 00:00:00	508905.47
Amey Rail	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-14 00:00:00	505114.1
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-28 00:00:00	458855
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-28 00:00:00	428416
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-28 00:00:00	414647.47
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-28 00:00:00	369919
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-28 00:00:00	350321
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-27 00:00:00	323363.82
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-27 00:00:00	312232.4
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-28 00:00:00	300000
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-28 00:00:00	247067.7
Amey Rail	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-12 00:00:00	239502.74
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-28 00:00:00	217296
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-28 00:00:00	200000
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-27 00:00:00	185392.17
Amey Rail	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-12 00:00:00	181466.55
Amey Rail	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-15 00:00:00	174785.91
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-28 00:00:00	166343
Amey Rail	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-23 00:00:00	165947.17
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-27 00:00:00	164364.08
Amey Rail	Procurement of overhead line materials and services to maintain and improve the railway	Electrification and Fixed Plant	2017-03-14 00:00:00	157859.64
Amey Rail	Procurement of overhead line materials and services to maintain and improve the railway	Electrification and Fixed Plant	2017-03-14 00:00:00	149429.06
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-27 00:00:00	142791.75
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-27 00:00:00	140672
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-28 00:00:00	136410
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-28 00:00:00	132526
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-20 00:00:00	132182
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-28 00:00:00	121848
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-28 00:00:00	112000
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-28 00:00:00	108665.31
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-28 00:00:00	105329
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-28 00:00:00	104261
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-28 00:00:00	98283
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-27 00:00:00	97111
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-27 00:00:00	91889.75
Amey Rail	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-09 00:00:00	89277.13
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-27 00:00:00	88570
Amey Rail	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-22 00:00:00	86826.95
Amey Rail	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-12 00:00:00	86033.4
Amey Rail	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-28 00:00:00	84532.94
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-27 00:00:00	80573
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-27 00:00:00	79598
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-28 00:00:00	78241
Amey Rail	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-21 00:00:00	74867.81
Amey Rail	Procurement of specialist human resource to maintain and improve the railway	Professional Services Direct	2017-03-15 00:00:00	73502.09
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-28 00:00:00	66360
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-27 00:00:00	63323.68
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-27 00:00:00	61737
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-27 00:00:00	60543
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-28 00:00:00	60000.78
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-28 00:00:00	58282
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-28 00:00:00	57200
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-28 00:00:00	55185
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-28 00:00:00	54738
Amey Rail	Procurement of overhead line materials and services to maintain and improve the railway	Electrification and Fixed Plant	2017-03-14 00:00:00	54262.08
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-27 00:00:00	50538
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-28 00:00:00	49458
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-28 00:00:00	45815
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-28 00:00:00	44160
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-28 00:00:00	42457
Amey Rail	Procurement of overhead line materials and services to maintain and improve the railway	Electrification and Fixed Plant	2017-03-20 00:00:00	34652.34
Amey Rail	Procurement of specialist human resource to maintain and improve the railway	Professional Services Direct	2017-04-01 00:00:00	33974.48
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-28 00:00:00	33800
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-28 00:00:00	32665
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-28 00:00:00	31171
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-28 00:00:00	29440
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-27 00:00:00	27985
Amey Rail	Procurement of specialist services to renew and improve the railway	Track	2017-03-27 00:00:00	25536
Colas Rail Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-03-27 00:00:00	5131969.07
Colas Rail Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-03-01 00:00:00	2238221
Colas Rail Ltd	Procurement of On Track Machines, spare parts and resources to maintain and improve the railway	On Track Machines	2017-03-08 00:00:00	1245732.12
Colas Rail Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-03-27 00:00:00	1195957
Colas Rail Ltd	Procurement of signalling equipment to maintain and improve the railway	Signalling	2017-03-22 00:00:00	970561.8
Colas Rail Ltd	Procurement of On Track Machines, spare parts and resources to maintain and improve the railway	On Track Machines	2017-03-23 00:00:00	840642.89
Colas Rail Ltd	Procurement of On Track Machines, spare parts and resources to maintain and improve the railway	On Track Machines	2017-03-08 00:00:00	836252.4
Colas Rail Ltd	Procurement of logistical services to distribute materials around the railway	Logistics	2017-03-29 00:00:00	633929.77
Colas Rail Ltd	Procurement of logistical services to distribute materials around the railway	Logistics	2017-03-27 00:00:00	633929.77
Colas Rail Ltd	Costs of leasing, overhauling or improving our rail fleet	Rail Fleet	2017-03-08 00:00:00	542307.69
Colas Rail Ltd	Procurement of logistical services to distribute materials around the railway	Logistics	2017-03-27 00:00:00	528274.81
Colas Rail Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-03-22 00:00:00	509457.68
Colas Rail Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-03-27 00:00:00	500895
Colas Rail Ltd	Procurement of logistical services to distribute materials around the railway	Logistics	2017-03-08 00:00:00	492048.2
Colas Rail Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-03-01 00:00:00	481950.64
Colas Rail Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-03-27 00:00:00	381270
Colas Rail Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-03-22 00:00:00	351432.66
Colas Rail Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-03-27 00:00:00	350000
Colas Rail Ltd	Costs of leasing, overhauling or improving our rail fleet	Rail Fleet	2017-03-27 00:00:00	321688
Colas Rail Ltd	Procurement of On Track Machines, spare parts and resources to maintain and improve the railway	On Track Machines	2017-03-08 00:00:00	303516.35
Colas Rail Ltd	Procurement of On Track Machines, spare parts and resources to maintain and improve the railway	On Track Machines	2017-03-23 00:00:00	300794.97
Colas Rail Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-03-22 00:00:00	263904.37
Colas Rail Ltd	Procurement of On Track Machines, spare parts and resources to maintain and improve the railway	On Track Machines	2017-03-29 00:00:00	249749.92
Colas Rail Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-03-22 00:00:00	245179
Colas Rail Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-03-22 00:00:00	237373.13
Colas Rail Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-03-27 00:00:00	177042.57
Colas Rail Ltd	Procurement of On Track Machines, spare parts and resources to maintain and improve the railway	On Track Machines	2017-03-23 00:00:00	167675.4
Colas Rail Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-03-27 00:00:00	156785.61
Colas Rail Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-03-22 00:00:00	149785.67
Colas Rail Ltd	Procurement of On Track Machines, spare parts and resources to maintain and improve the railway	On Track Machines	2017-03-21 00:00:00	129044.1
Colas Rail Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-03-27 00:00:00	128000
Colas Rail Ltd	Procurement of On Track Machines, spare parts and resources to maintain and improve the railway	On Track Machines	2017-03-02 00:00:00	125291.74
Colas Rail Ltd	Procurement of specialist human resource to maintain and improve the railway	Professional Services Direct	2017-03-22 00:00:00	111479.72
Colas Rail Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-03-27 00:00:00	111047.88
Colas Rail Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-03-27 00:00:00	109180
Colas Rail Ltd	Procurement of On Track Machines, spare parts and resources to maintain and improve the railway	On Track Machines	2017-03-29 00:00:00	107707
Colas Rail Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-03-22 00:00:00	105415.75
Colas Rail Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-03-27 00:00:00	103950
Colas Rail Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-03-01 00:00:00	73910
Colas Rail Ltd	Procurement of On Track Machines, spare parts and resources to maintain and improve the railway	On Track Machines	2017-03-21 00:00:00	73566.59
Colas Rail Ltd	Procurement of On Track Machines, spare parts and resources to maintain and improve the railway	On Track Machines	2017-03-29 00:00:00	70708.9
Colas Rail Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-03-22 00:00:00	69003.25
Colas Rail Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-03-27 00:00:00	68000
Colas Rail Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-03-27 00:00:00	68000
Colas Rail Ltd	Procurement of On Track Machines, spare parts and resources to maintain and improve the railway	On Track Machines	2017-03-29 00:00:00	67556.05
Colas Rail Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-03-27 00:00:00	63000
Colas Rail Ltd	Procurement of On Track Machines, spare parts and resources to maintain and improve the railway	On Track Machines	2017-03-02 00:00:00	62385.2
Colas Rail Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-03-27 00:00:00	59574
Colas Rail Ltd	Procurement of On Track Machines, spare parts and resources to maintain and improve the railway	On Track Machines	2017-03-23 00:00:00	59113.41
Colas Rail Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-03-27 00:00:00	57451.16
Colas Rail Ltd	Procurement of On Track Machines, spare parts and resources to maintain and improve the railway	On Track Machines	2017-03-29 00:00:00	56716.96
Colas Rail Ltd	Procurement of specialist services to renew and improve the railway	Track	2017-03-22 00:00:00	54723.87
